,,,,,,,,,,,
,Expences for Paycheck 4/07/2023,,,,,,,,Catagory Totals,,
,Expence,,,Date,Catagory,Cost,Total,,Groceries,360.82,
,MDG,,,Sat Apr 08 2023 01:00:00 GMT-0400 (Eastern Daylight Time),Entertainment,8.95,8.95,,Cigarettes,62.59,
,Wal-Mart,,,Sat Apr 08 2023 01:00:00 GMT-0400 (Eastern Daylight Time),Groceries,227.85,236.79999999999998,,Gas,34.28,
,Wal-Mart,,,Sat Apr 08 2023 01:00:00 GMT-0400 (Eastern Daylight Time),Groceries,1.66,238.45999999999998,,Entertainment,79.67,
,Kwik-Trip,,,Sat Apr 08 2023 01:00:00 GMT-0400 (Eastern Daylight Time),Cigarettes,25.27,263.72999999999996,,Medical,0,
,Great Clips,,,Thu Apr 13 2023 01:00:00 GMT-0400 (Eastern Daylight Time),Maintenance,27,290.72999999999996,,Vehicle,0,
,McDonalds,,,Fri Apr 14 2023 01:00:00 GMT-0400 (Eastern Daylight Time),Groceries,6.1,296.83,,Maintenance,62.36,
,BP Gas Station (Wild Rose),,,Fri Apr 14 2023 01:00:00 GMT-0400 (Eastern Daylight Time),Cigarettes,22.79,319.62,,Debt,0,
,Wal-Mart,,,Sat Apr 15 2023 01:00:00 GMT-0400 (Eastern Daylight Time),Maintenance,35.36,354.98,,,,
,Kwik-Trip,,,Sun Apr 16 2023 01:00:00 GMT-0400 (Eastern Daylight Time),Gas,34.28,389.26,,Catagory YTD Totals,,Average (07/26)
,Steam,,,Wed Apr 19 2023 01:00:00 GMT-0400 (Eastern Daylight Time),Entertainment,15.74,405,,Groceries,1447.58,206.79714285714286
,FFXIV,,,Wed Apr 19 2023 01:00:00 GMT-0400 (Eastern Daylight Time),Entertainment,54.980000000000004,459.98,,Cigarettes,330.26,47.18
,Wal-Mart,,,Wed Apr 19 2023 01:00:00 GMT-0400 (Eastern Daylight Time),Groceries,125.21,585.19,,Gas,219.82000000000002,31.402857142857147
,Kwik-Trip,,,Tue Apr 18 2023 01:00:00 GMT-0400 (Eastern Daylight Time),Cigarettes,14.53,599.72,,Entertainment,393.01,56.144285714285715
,,,,,,0,599.72,,Medical,125.75999999999999,17.965714285714284
,Expence Grand Total,,,,,599.72,,,Vehicle,115.47,16.495714285714286
,,,,,,,,,Maintenance,351.07,50.152857142857144
,,,,,,,,,Debt,314.85999999999996,44.98
