,,,,,,,,,,,
,Expences for Paycheck 3/10/2023,,,,,,,,Catagory Totals,,
,Expence,,,Date,Catagory,Cost,Total,,Groceries,128.92000000000002,
,Kwik-Trip,,,Sat Mar 11 2023 01:00:00 GMT-0500 (Eastern Standard Time),Cigarettes,28.38,28.38,,Cigarettes,46.849999999999994,
,MDG,,,Sat Mar 11 2023 01:00:00 GMT-0500 (Eastern Standard Time),Debt,8.95,37.33,,Gas,26.24,
,Wal-Mart,,,Tue Mar 14 2023 01:00:00 GMT-0400 (Eastern Daylight Time),Groceries,125.87,163.2,,Entertainment,30.889999999999997,
,Steam (Game),,,Wed Mar 15 2023 01:00:00 GMT-0400 (Eastern Daylight Time),Entertainment,20.99,184.19,,Medical,0,
,Albion Online,,,Thu Mar 16 2023 01:00:00 GMT-0400 (Eastern Daylight Time),Entertainment,4.95,189.14,,Vehicle,0,
,Kwik-Trip,,,Fri Mar 17 2023 01:00:00 GMT-0400 (Eastern Daylight Time),Cigarettes,18.47,207.60999999999999,,Maintenance,0,
,BP Gas Station,,,Fri Mar 17 2023 01:00:00 GMT-0400 (Eastern Daylight Time),Gas,26.24,233.85,,Debt,8.95,
,Albion Online,,,Thu Mar 23 2023 01:00:00 GMT-0400 (Eastern Daylight Time),Entertainment,4.95,238.79999999999998,,,,
,Scott's Vending,,,Thu Mar 23 2023 01:00:00 GMT-0400 (Eastern Daylight Time),Groceries,3.05,241.85,,Catagory YTD Totals,,Average (05/26)
,,,,,,0,241.85,,Groceries,890.8599999999999,178.17199999999997
,,,,,,0,241.85,,Cigarettes,209.03,41.806
,,,,,,0,241.85,,Gas,151.66000000000003,30.332000000000004
,,,,,,0,241.85,,Entertainment,308.39,61.678
,,,,,,0,241.85,,Medical,55.76,11.152
,,,,,,0,241.85,,Vehicle,115.47,23.094
,,,,,,0,241.85,,Maintenance,288.71,57.742
,Expence Grand Total,,,,,241.85,,,Debt,314.85999999999996,62.971999999999994
