,,,,,,,,,,,
,Expences for Paycheck 6/30/2023,,,,,,,,Catagory Totals,,
,Expence,,,Date,Catagory,Cost,Total,,Groceries,325.21999999999997,
,Nexus Mods,,,Sat Jul 01 2023 01:00:00 GMT-0400 (Eastern Daylight Time),Entertainment,6.33,6.33,,Cigarettes,64.81,
,"CVS (Venlafaxine, Hydroxizine)",,,Sat Jul 01 2023 01:00:00 GMT-0400 (Eastern Daylight Time),Medical,46.6,52.93,,Gas,31.14,
,Kwik Trip,,,Sat Jul 01 2023 01:00:00 GMT-0400 (Eastern Daylight Time),Gas,31.14,84.07,,Entertainment,24.479999999999997,
,Kwik Trip,,,Sat Jul 01 2023 01:00:00 GMT-0400 (Eastern Daylight Time),Cigarettes,28.73,112.8,,Medical,61.6,
,Steam (Skyrim VR),,,Sun Jul 02 2023 01:00:00 GMT-0400 (Eastern Daylight Time),Entertainment,18.15,130.95,,Vehicle,0,
,Walmart,,,Sun Jul 02 2023 01:00:00 GMT-0400 (Eastern Daylight Time),Groceries,243.46,374.40999999999997,,Maintenance,0,
,Kwik Trip,,,Thu Jul 06 2023 01:00:00 GMT-0400 (Eastern Daylight Time),Cigarettes,18.04,392.45,,Debt,0,
,Dominoes,,,Thu Jul 06 2023 01:00:00 GMT-0400 (Eastern Daylight Time),Groceries,33.43,425.88,,,,
,CVS (Vyvanse),,,Sun Jul 09 2023 01:00:00 GMT-0400 (Eastern Daylight Time),Medical,15,440.88,,Catagory,YTD,Average
,Kwik Trip,,,Wed Jul 12 2023 01:00:00 GMT-0400 (Eastern Daylight Time),Cigarettes,18.04,458.92,,Groceries,2992.1399999999994,230.16461538461533
,Walmart,,,Thu Jul 13 2023 01:00:00 GMT-0400 (Eastern Daylight Time),Groceries,48.33,507.25,,Cigarettes,607.78,46.75230769230769
,,,,,,0,507.25,,Gas,327.86,25.220000000000002
,,,,,,0,507.25,,Entertainment,501.47,38.574615384615385
,,,,,,0,507.25,,Medical,273.82,21.063076923076924
,,,,,,0,507.25,,Vehicle,144.32,11.10153846153846
,,,,,,0,507.25,,Maintenance,600.66,46.20461538461538
,,,,,,0,507.25,,Debt,350.6499999999999,26.973076923076917
,Expence Grand Total,,,,,507.25,,,Paycheck Number,,13
